,lever,ball,door,stick,Cluster
4979,0,0,1,0,0
4980,0,0,1,0,0
4981,0,0,1,0,0
4982,0,0,1,0,0
4993,0,0,1,0,0
5007,0,0,1,0,0
5008,0,0,1,0,0
5009,0,0,1,0,0
5010,0,0,1,0,0
5011,0,0,1,0,0
5012,0,0,1,0,0
5013,0,0,1,0,0
5014,0,0,1,0,0
5015,0,0,1,0,0
5016,0,0,1,0,0
5017,0,0,1,0,0
5018,0,0,1,0,0
5019,0,0,1,0,0
5020,0,0,1,0,0
5021,0,0,1,0,0
5022,0,0,1,0,0
5023,0,0,1,0,0
5024,0,0,1,0,0
5025,0,0,1,0,0
5026,0,0,1,0,0
5027,0,0,1,0,0
5028,0,0,1,0,0
5029,0,0,1,0,0
5030,0,0,1,0,0
5031,0,0,1,0,0
5032,0,0,1,0,0
5033,0,0,1,0,0
5034,0,0,1,0,0
5035,0,0,1,0,0
5036,0,0,1,0,0
5037,0,0,1,0,0
5038,0,0,1,0,0
5039,0,0,1,0,0
5040,0,0,1,0,0
5041,0,0,1,0,0
5042,0,0,1,0,0
5043,0,0,1,0,0
5060,0,0,1,0,0
5061,0,0,1,0,0
5062,0,0,1,0,0
5063,0,0,1,0,0
5064,0,0,1,0,0
5065,0,0,1,0,0
5066,0,0,1,0,0
5067,0,0,1,0,0
5068,0,0,1,0,0
5077,0,0,1,0,0
5078,0,0,1,0,0
5079,0,0,1,0,0
5080,0,0,1,0,0
5081,0,0,1,0,0
5082,0,0,1,0,0
5083,0,0,1,0,0
5084,0,0,1,0,0
5085,0,0,1,0,0
5086,0,0,1,0,0
5087,0,0,1,0,0
5109,0,0,1,0,0
5110,0,0,1,0,0
5111,0,0,1,0,0
5112,0,0,1,0,0
5113,0,0,1,0,0
5114,0,0,1,0,0
5115,0,0,1,0,0
5116,0,0,1,0,0
5117,0,0,1,0,0
5118,0,0,1,0,0
5119,0,0,1,0,0
5128,0,0,1,0,0
5129,0,0,1,0,0
5130,0,0,1,0,0
5131,0,0,1,0,0
5132,0,0,1,0,0
5133,0,0,1,0,0
5134,0,0,1,0,0
5135,0,0,1,0,0
5136,0,0,1,0,0
5137,0,0,1,0,0
5138,0,0,1,0,0
5139,0,0,1,0,0
5140,0,0,1,0,0
5141,0,0,1,0,0
5142,0,0,1,0,0
5143,0,0,1,0,0
5144,0,0,1,0,0
5145,0,0,1,0,0
5163,0,0,1,0,0
5164,0,0,1,0,0
5165,0,0,1,0,0
5166,0,0,1,0,0
5167,0,0,1,0,0
5168,0,0,1,0,0
5169,0,0,1,0,0
5170,0,0,1,0,0
5171,0,0,1,0,0
5185,0,0,1,0,0
5186,0,0,1,0,0
5187,0,0,1,0,0
5188,0,0,1,0,0
5189,0,0,1,0,0
5190,0,0,1,0,0
5191,0,0,1,0,0
5192,0,0,1,0,0
5193,0,0,1,0,0
5197,0,0,1,0,0
5198,0,0,1,0,0
5199,0,0,1,0,0
5200,0,0,1,0,0
5201,0,0,1,0,0
5202,0,0,1,0,0
5203,0,0,1,0,0
5204,0,0,1,0,0
5205,0,0,1,0,0
5206,0,0,1,0,0
5207,0,0,1,0,0
5208,0,0,1,0,0
5209,0,0,1,0,0
5210,0,0,1,0,0
5211,0,0,1,0,0
5212,0,0,1,0,0
5213,0,0,1,0,0
5214,0,0,1,0,0
5215,0,0,1,0,0
5216,0,0,1,0,0
5217,0,0,1,0,0
5218,0,0,1,0,0
5219,0,0,1,0,0
5220,0,0,1,0,0
5221,0,0,1,0,0
5222,0,0,1,0,0
5223,0,0,1,0,0
5224,0,0,1,0,0
5225,0,0,1,0,0
5226,0,0,1,0,0
5227,0,0,1,0,0
5228,0,0,1,0,0
5229,0,0,1,0,0
5230,0,0,1,0,0
5231,0,0,1,0,0
5232,0,0,1,0,0
5233,0,0,1,0,0
5234,0,0,1,0,0
5235,0,0,1,0,0
5236,0,0,1,0,0
5237,0,0,1,0,0
5238,0,0,1,0,0
5239,0,0,1,0,0
5240,0,0,1,0,0
5241,0,0,1,0,0
5242,0,0,1,0,0
5243,0,0,1,0,0
5244,0,0,1,0,0
5245,1,0,1,0,3
5246,1,0,1,0,3
5247,1,0,1,0,3
5248,1,0,1,0,3
5249,1,0,1,0,3
5250,0,0,1,0,0
5251,1,0,1,0,3
5252,1,0,1,0,3
5253,1,0,1,0,3
5254,1,0,0,0,3
5255,1,0,0,0,3
5256,1,0,0,0,3
5257,1,0,0,0,3
5258,1,0,0,0,3
5259,1,0,0,0,3
5260,1,0,0,0,3
5261,1,0,0,0,3
5262,1,0,0,0,3
5263,1,0,0,0,3
5264,1,0,0,0,3
5265,1,0,0,0,3
5266,1,0,0,0,3
5275,0,0,1,0,0
5276,0,0,1,0,0
5277,0,0,1,0,0
5278,0,0,1,0,0
5279,0,0,1,0,0
5280,0,0,1,0,0
5281,0,0,1,0,0
5282,0,0,1,0,0
5283,0,0,1,0,0
5284,0,0,1,0,0
5285,0,0,1,0,0
5286,0,0,1,0,0
5287,0,0,1,0,0
5288,0,0,1,0,0
5289,0,0,1,0,0
5290,0,0,1,0,0
5291,0,0,1,0,0
5533,1,0,0,0,3
5534,1,0,0,0,3
5535,1,0,0,0,3
5536,1,0,0,0,3
5537,1,0,0,0,3
5538,1,0,0,0,3
5539,1,0,0,0,3
5540,1,0,0,0,3
5541,1,0,0,0,3
5542,1,0,0,0,3
5543,1,0,0,0,3
5551,1,0,0,0,3
5552,1,0,0,0,3
5553,1,0,0,0,3
5554,1,0,0,0,3
5555,1,0,0,0,3
5556,1,0,0,0,3
5557,1,0,0,0,3
5558,1,0,0,0,3
5559,1,0,0,0,3
5560,1,0,0,0,3
5561,1,0,0,0,3
5562,1,0,0,0,3
5563,1,0,0,0,3
5564,1,0,0,0,3
5565,1,0,0,0,3
5566,1,0,0,0,3
5567,1,0,0,0,3
5568,1,0,0,0,3
5569,1,0,0,0,3
5570,1,0,0,0,3
5571,1,0,0,0,3
5572,1,0,0,0,3
5577,1,0,0,0,3
5578,1,0,0,0,3
5579,1,0,0,0,3
5580,1,0,0,0,3
5581,1,0,0,0,3
5582,1,0,0,0,3
5583,1,0,0,0,3
5584,1,0,0,0,3
5585,1,0,0,0,3
5586,1,0,0,0,3
5587,1,0,0,0,3
5588,1,0,0,0,3
5589,1,0,0,0,3
5590,1,0,0,0,3
5591,1,0,0,0,3
5592,1,0,0,0,3
5593,1,0,0,0,3
5618,1,0,0,0,3
5619,1,0,0,0,3
5620,1,0,0,0,3
5621,1,0,0,0,3
5622,1,0,0,0,3
5623,1,0,0,0,3
5624,1,0,0,0,3
5625,1,0,0,0,3
5626,1,0,0,0,3
5627,1,0,0,0,3
5628,1,0,0,0,3
5629,1,0,0,0,3
5630,1,0,0,0,3
5631,1,0,0,0,3
5632,1,0,0,0,3
5649,1,0,0,0,3
5650,1,0,0,0,3
5651,1,0,0,0,3
5652,1,0,0,0,3
5653,1,0,0,0,3
5654,1,0,0,0,3
5655,1,0,0,0,3
5656,1,0,0,0,3
5657,1,0,0,0,3
5658,1,0,0,0,3
5659,1,0,0,0,3
5660,1,0,0,0,3
5661,1,0,0,0,3
5662,1,0,0,0,3
5663,1,0,0,0,3
5664,1,0,0,0,3
5665,1,0,0,0,3
5666,1,0,0,0,3
5667,1,0,0,0,3
5668,1,0,0,0,3
5669,1,0,0,0,3
5670,1,0,0,0,3
5671,1,0,0,0,3
5673,1,0,0,0,3
5674,1,0,0,0,3
5675,1,0,0,0,3
5676,1,0,0,0,3
5677,1,0,0,0,3
5678,1,0,0,0,3
5679,1,0,0,0,3
5680,1,0,0,0,3
5681,1,0,0,0,3
5682,1,0,0,0,3
5683,1,0,0,0,3
5684,1,0,0,0,3
5685,1,0,0,0,3
5686,1,0,0,0,3
5687,1,0,0,0,3
5688,1,0,0,0,3
5689,1,0,0,0,3
5690,1,0,0,0,3
5691,1,0,0,0,3
5692,1,0,0,0,3
5693,1,0,0,0,3
5694,1,0,0,0,3
5695,1,0,0,0,3
5698,1,0,0,0,3
5699,1,0,0,0,3
5700,1,0,0,0,3
5701,1,0,0,0,3
5702,1,0,0,0,3
5703,1,0,0,0,3
5706,1,0,0,0,3
5707,1,0,0,0,3
5708,1,0,0,0,3
5709,1,0,0,0,3
5712,1,0,0,0,3
5713,1,0,0,0,3
5714,1,0,0,0,3
5715,1,0,0,0,3
5716,1,0,0,0,3
5717,1,0,0,0,3
5718,1,0,0,0,3
5719,1,0,0,0,3
5720,1,0,0,0,3
5721,1,0,0,0,3
5722,1,0,0,0,3
5723,1,0,0,0,3
5724,1,0,0,0,3
5725,1,0,0,0,3
5726,1,0,0,0,3
5736,1,0,0,0,3
5737,1,0,0,0,3
5738,1,0,0,0,3
5739,1,0,0,0,3
5740,1,0,0,0,3
5741,1,0,0,0,3
5742,1,0,0,0,3
5743,1,0,0,0,3
5744,1,0,0,0,3
5745,1,0,0,0,3
5746,1,0,0,0,3
5747,1,0,0,0,3
5748,1,0,0,0,3
5749,1,0,0,0,3
5750,1,0,0,0,3
5751,1,0,0,0,3
5752,1,0,0,0,3
5753,1,0,0,0,3
5769,1,0,0,0,3
5770,1,0,0,0,3
5771,1,0,0,0,3
5772,1,0,0,0,3
5773,1,0,0,0,3
5774,1,0,0,0,3
5775,1,0,0,0,3
5776,1,0,0,0,3
5777,1,0,0,0,3
5778,1,0,0,0,3
5779,1,0,0,0,3
5780,1,0,0,0,3
5781,1,0,0,0,3
5782,1,0,0,0,3
5783,1,0,0,0,3
5784,1,0,0,0,3
5785,1,0,0,0,3
5786,1,0,0,0,3
5787,1,0,0,0,3
5788,1,0,0,0,3
5789,1,0,0,0,3
5790,1,0,0,0,3
5791,1,0,0,0,3
5792,1,0,0,0,3
5796,1,0,0,0,3
5797,1,0,0,0,3
5798,1,0,0,0,3
5804,0,0,0,1,2
5805,0,0,0,1,2
5806,0,0,0,1,2
5807,0,0,0,1,2
5808,0,0,0,1,2
5809,0,0,0,1,2
5810,0,0,0,1,2
5811,0,0,0,1,2
5812,0,0,0,1,2
5813,0,0,0,1,2
5832,0,0,1,0,0
5833,0,0,1,0,0
5834,0,0,1,0,0
5835,0,0,1,0,0
5836,0,0,1,0,0
5837,0,0,1,0,0
5838,0,0,1,0,0
5839,0,0,1,0,0
5840,0,0,1,0,0
5841,0,0,1,0,0
5842,0,0,1,0,0
5843,0,0,1,0,0
5844,0,0,1,0,0
5847,0,0,1,0,0
5848,0,0,1,0,0
5849,0,0,1,0,0
5850,0,0,1,0,0
5864,0,0,0,1,2
5868,0,0,0,1,2
5869,0,0,0,1,2
5870,0,0,0,1,2
5871,0,0,0,1,2
5872,0,0,0,1,2
5873,0,0,0,1,2
5874,0,0,0,1,2
5875,0,0,0,1,2
5876,0,0,0,1,2
5885,0,0,0,1,2
5886,0,0,0,1,2
5887,0,0,0,1,2
5888,0,0,0,1,2
5889,0,0,0,1,2
5890,0,0,0,1,2
5891,0,0,0,1,2
5892,0,0,0,1,2
5893,0,0,1,1,2
5894,0,0,1,0,0
5895,0,0,1,0,0
5896,0,0,1,0,0
5897,0,0,1,0,0
5898,0,0,1,0,0
5899,0,0,1,0,0
5900,0,0,1,0,0
5901,0,0,1,0,0
5902,0,0,1,0,0
5903,0,0,1,0,0
5904,0,0,1,0,0
5905,0,0,1,0,0
5906,0,0,1,0,0
5907,0,0,1,0,0
5910,1,0,0,0,3
5911,1,0,0,0,3
5912,1,0,0,0,3
5913,1,0,0,0,3
5914,1,0,0,0,3
5917,1,0,0,0,3
5918,1,0,0,0,3
5919,1,0,0,0,3
5920,1,0,0,0,3
5921,1,0,0,0,3
5927,0,0,1,0,0
5928,1,0,1,0,3
5929,0,0,1,0,0
5930,0,0,1,0,0
5931,0,0,1,0,0
5932,0,0,1,0,0
5933,0,0,1,0,0
5934,0,0,1,0,0
5935,0,0,1,0,0
5936,0,0,1,0,0
5937,0,0,1,0,0
5938,0,0,1,0,0
5939,0,0,1,0,0
5940,0,0,1,0,0
5941,0,0,1,0,0
5942,0,0,1,0,0
5943,0,0,1,0,0
5944,0,0,1,0,0
5945,0,0,1,0,0
5946,0,0,1,0,0
5947,0,0,1,0,0
5948,0,0,1,0,0
5949,0,0,1,0,0
5950,0,0,1,0,0
5951,0,0,1,0,0
5952,0,0,1,0,0
5953,0,0,1,0,0
5954,0,0,1,0,0
5955,0,0,1,0,0
5956,0,0,1,0,0
5957,0,0,1,0,0
5958,0,0,1,0,0
5959,1,0,1,0,3
5960,1,0,1,0,3
5961,1,0,0,0,3
5962,1,0,0,0,3
5963,1,0,0,0,3
5964,1,0,0,0,3
5965,1,0,0,0,3
5966,1,0,0,0,3
5967,1,0,0,0,3
5968,1,0,0,0,3
5969,1,0,0,0,3
5970,1,0,0,0,3
5971,1,0,0,0,3
5972,1,0,0,0,3
5973,1,0,0,0,3
5974,1,0,0,0,3
5975,1,0,0,0,3
5976,1,0,0,0,3
5977,1,0,0,0,3
5978,1,0,0,0,3
5979,1,0,0,0,3
5980,1,0,0,0,3
5981,1,0,0,0,3
5982,1,0,0,0,3
5983,1,0,0,0,3
5984,1,0,0,0,3
5985,1,0,0,0,3
5986,1,0,0,0,3
5987,1,0,0,0,3
5988,1,0,0,0,3
5989,1,0,0,0,3
5990,1,0,0,0,3
5991,1,0,0,0,3
5992,1,0,0,0,3
5993,1,0,0,0,3
5994,1,0,0,0,3
5995,1,0,0,0,3
5996,1,0,0,0,3
5997,1,0,0,0,3
5998,1,0,0,0,3
5999,1,0,0,0,3
6000,1,0,0,0,3
6001,1,0,0,0,3
6002,1,0,0,0,3
6003,1,0,0,0,3
6004,1,0,0,0,3
6017,1,0,0,0,3
6018,1,0,0,0,3
6019,1,0,0,0,3
6020,1,0,0,0,3
6021,1,0,0,0,3
6022,1,0,0,0,3
6025,1,0,0,0,3
6026,1,0,0,0,3
6027,1,0,0,0,3
6028,1,0,0,0,3
6061,0,0,0,1,2
6062,0,0,0,1,2
6063,0,0,0,1,2
6064,0,0,0,1,2
6065,0,0,0,1,2
6066,0,0,0,1,2
6067,0,0,0,1,2
6068,0,0,0,1,2
6069,0,0,0,1,2
6070,0,0,0,1,2
6073,0,0,0,1,2
6074,0,0,0,1,2
6075,0,0,0,1,2
6076,0,0,0,1,2
6077,0,0,0,1,2
6078,0,0,0,1,2
6079,0,0,0,1,2
6080,0,0,0,1,2
6081,0,0,0,1,2
6082,0,0,0,1,2
6083,0,0,0,1,2
6145,1,0,0,0,3
6146,1,0,0,0,3
6147,1,0,0,0,3
6148,1,0,0,0,3
6149,1,0,0,0,3
6150,1,0,0,0,3
6151,1,0,0,0,3
6152,1,0,0,0,3
6153,1,0,1,0,3
6154,1,0,1,0,3
6155,1,0,1,0,3
6156,1,0,1,0,3
6157,1,0,1,0,3
6158,1,0,1,0,3
6159,0,0,1,0,0
6160,0,0,1,0,0
6161,0,0,1,0,0
6162,0,0,1,0,0
6163,0,0,1,0,0
6164,0,0,1,0,0
6165,0,0,1,0,0
6166,0,0,1,0,0
6167,0,0,1,0,0
6168,0,0,1,0,0
6169,0,0,1,0,0
6170,0,0,1,0,0
6171,0,0,1,0,0
6172,0,0,1,0,0
6173,0,0,1,0,0
6174,0,0,1,0,0
6175,0,0,1,0,0
6176,0,0,1,0,0
6196,0,0,1,0,0
6197,0,0,1,0,0
6198,0,0,1,0,0
6199,0,0,1,0,0
6200,0,0,1,0,0
7037,0,0,1,0,0
7038,0,0,1,0,0
7039,0,0,1,0,0
7040,0,0,1,0,0
7041,0,0,1,0,0
7042,0,0,1,0,0
7043,0,0,1,0,0
7044,0,0,1,0,0
7045,0,0,1,0,0
7046,0,0,1,0,0
7047,0,0,1,0,0
7048,0,0,1,0,0
7049,0,0,1,0,0
7050,0,0,1,0,0
7051,0,0,1,0,0
7052,0,0,1,0,0
7053,0,0,1,0,0
7054,0,0,1,0,0
7055,0,0,1,0,0
7056,0,0,1,0,0
7057,0,0,1,0,0
7058,0,0,1,0,0
7059,0,0,1,0,0
7060,0,0,1,0,0
7061,0,0,1,0,0
7062,0,0,1,0,0
7063,0,0,1,0,0
7064,0,0,1,0,0
7074,0,0,1,0,0
7075,0,0,1,0,0
7076,0,0,1,0,0
7077,0,0,1,0,0
7078,0,0,1,0,0
7079,0,0,1,0,0
7080,0,0,1,0,0
7081,0,0,1,0,0
7082,0,0,1,0,0
7083,0,0,1,0,0
7084,0,0,1,0,0
7085,0,0,1,0,0
7086,0,0,1,0,0
7087,0,0,1,0,0
7088,0,0,1,0,0
7109,0,0,1,0,0
7110,0,0,1,0,0
7111,0,0,1,0,0
7112,0,0,1,0,0
7113,0,0,1,0,0
7114,0,0,1,0,0
7115,0,0,1,0,0
7116,0,0,1,0,0
7117,0,0,1,0,0
7118,0,0,1,0,0
7119,0,0,1,0,0
7120,0,0,1,0,0
7121,0,0,1,0,0
7122,0,0,1,0,0
7123,0,0,1,0,0
7124,0,0,1,0,0
7125,0,0,1,0,0
7126,0,0,1,0,0
7127,0,0,1,0,0
7128,0,0,1,0,0
7129,0,0,1,0,0
7130,0,0,1,0,0
7131,0,0,1,0,0
7141,0,0,1,0,0
7142,0,0,1,0,0
7143,0,0,1,0,0
7144,0,0,1,0,0
7145,0,0,1,0,0
7146,0,0,1,0,0
7147,0,0,1,0,0
7148,0,0,1,0,0
7149,0,0,1,0,0
7150,0,0,1,0,0
7151,0,0,1,0,0
7152,0,0,1,0,0
7153,0,0,1,0,0
7154,0,0,1,0,0
7155,0,0,1,0,0
7156,0,0,1,0,0
7157,0,0,1,0,0
7158,0,0,1,0,0
7159,0,0,1,0,0
7160,0,0,1,0,0
7161,0,0,1,0,0
7162,0,0,1,0,0
7163,0,0,1,0,0
7164,0,0,1,0,0
7165,0,0,1,0,0
7166,0,0,1,0,0
7167,0,0,1,0,0
7168,0,0,1,0,0
7169,0,0,1,0,0
7174,0,0,1,0,0
7195,0,0,1,0,0
7196,0,0,1,0,0
7197,0,0,1,0,0
7198,0,0,1,0,0
7199,0,0,1,0,0
7200,0,0,1,0,0
7201,0,0,1,0,0
7202,0,0,1,0,0
7203,0,0,1,0,0
7204,0,0,1,0,0
7205,0,0,1,0,0
7206,0,0,1,0,0
7207,0,0,1,0,0
7208,0,0,1,0,0
7209,0,0,1,0,0
7210,0,0,1,0,0
7211,0,0,1,0,0
7212,0,0,1,0,0
7213,0,0,1,0,0
7214,0,0,1,0,0
7215,0,0,1,0,0
7216,0,0,1,0,0
7217,0,0,1,0,0
7218,0,0,1,0,0
7219,0,0,1,0,0
7220,0,0,1,0,0
7221,0,0,1,0,0
7222,0,0,1,0,0
7223,0,0,1,0,0
7224,0,0,1,0,0
7225,0,0,1,0,0
7226,0,0,1,0,0
7227,0,0,1,0,0
7228,0,0,1,0,0
7229,0,0,1,0,0
7230,0,0,1,0,0
7231,0,0,1,0,0
7232,0,0,1,0,0
7233,0,0,1,0,0
7234,0,0,1,0,0
7235,0,0,1,0,0
7236,0,0,1,0,0
7237,0,0,1,0,0
7238,0,0,1,0,0
7239,0,0,1,0,0
7240,0,0,1,0,0
7241,0,0,1,0,0
7242,0,0,1,0,0
7243,0,0,1,0,0
7253,0,0,1,0,0
7254,0,0,1,0,0
7255,0,0,1,0,0
7256,0,0,1,0,0
7257,0,0,1,0,0
7258,0,0,1,0,0
7259,0,0,1,0,0
7260,0,0,1,0,0
7261,0,0,1,0,0
7262,0,0,1,0,0
7292,0,0,1,0,0
7293,0,0,1,0,0
7294,0,0,1,0,0
7295,0,0,1,0,0
7296,0,0,1,0,0
7297,0,0,1,0,0
7298,0,0,1,0,0
7299,0,0,1,0,0
7300,0,0,1,0,0
7301,0,0,1,0,0
7302,0,0,1,0,0
7303,0,0,1,0,0
7304,0,0,1,0,0
7305,0,0,1,0,0
7306,0,0,1,0,0
7307,0,0,1,0,0
7308,0,0,1,0,0
7309,0,0,1,0,0
7310,0,0,1,0,0
7311,0,0,1,0,0
7312,0,0,1,0,0
7313,0,0,1,0,0
7327,0,0,1,0,0
7328,0,0,1,0,0
7329,0,0,1,0,0
7330,0,0,1,0,0
7331,0,0,1,0,0
7332,0,0,1,0,0
7333,0,0,1,0,0
7334,0,0,1,0,0
7402,0,0,1,0,0
7403,0,0,1,0,0
7404,0,0,1,0,0
7405,0,0,1,0,0
7406,0,0,1,0,0
7407,0,0,1,0,0
7410,0,0,1,0,0
7411,0,0,1,0,0
7412,0,0,1,0,0
7413,0,0,1,0,0
7414,0,0,1,0,0
7415,0,0,1,0,0
7416,0,0,1,0,0
7417,0,0,1,0,0
7418,0,0,1,0,0
7419,0,0,1,0,0
7420,0,0,1,0,0
7421,0,0,1,0,0
7422,0,0,1,0,0
7423,0,0,1,0,0
7424,0,0,1,0,0
7425,0,0,1,0,0
7426,0,0,1,0,0
7427,0,0,1,0,0
7428,0,0,1,0,0
7429,0,0,1,0,0
7430,0,0,1,0,0
7431,0,0,1,0,0
7432,0,0,1,0,0
7433,0,0,1,0,0
7434,0,0,1,0,0
7435,0,0,1,0,0
7436,0,0,1,0,0
7437,0,0,1,0,0
7438,0,0,1,0,0
7439,0,0,1,0,0
7440,0,0,1,0,0
7441,0,0,1,0,0
7442,0,0,1,0,0
7443,0,0,1,0,0
7444,0,0,1,0,0
7445,0,0,1,0,0
7446,0,0,1,0,0
7447,0,0,1,0,0
7448,0,0,1,0,0
7449,0,0,1,0,0
7450,0,0,1,0,0
7451,0,0,1,0,0
7452,0,0,1,0,0
7453,0,0,1,0,0
7454,0,0,1,0,0
7455,0,0,1,0,0
7456,0,0,1,0,0
7457,0,0,1,0,0
7458,0,0,1,0,0
7459,0,0,1,0,0
7460,0,0,1,0,0
7461,0,0,1,0,0
7462,0,0,1,0,0
7463,0,0,1,0,0
7464,0,0,1,0,0
7465,0,0,1,0,0
7474,0,0,1,0,0
7475,0,0,1,0,0
7476,0,0,1,0,0
7477,0,0,1,0,0
7478,0,0,1,0,0
7479,0,0,1,0,0
7480,0,0,1,0,0
7481,0,0,1,0,0
7482,0,0,1,0,0
7483,0,0,1,0,0
7484,0,0,1,0,0
7485,0,0,1,0,0
7486,0,0,1,0,0
7487,0,0,1,0,0
7488,0,0,1,0,0
7489,0,0,1,0,0
7490,0,0,1,0,0
7491,0,0,1,0,0
7492,1,0,1,0,3
7493,1,0,1,0,3
7494,1,0,1,0,3
7495,1,0,1,0,3
7496,1,0,1,0,3
7497,1,0,0,0,3
7498,1,0,0,0,3
7499,1,0,0,0,3
7500,1,0,0,0,3
7501,1,0,0,0,3
7502,1,0,0,0,3
7503,1,0,0,0,3
7504,1,0,0,0,3
7505,1,0,0,0,3
7506,1,0,0,0,3
7507,1,0,0,0,3
7508,1,0,0,0,3
7509,1,0,0,0,3
7510,1,0,0,0,3
7511,1,0,0,0,3
7512,1,0,0,0,3
7513,1,0,0,0,3
7514,1,0,0,0,3
7515,1,0,0,0,3
7516,1,0,0,0,3
7517,1,0,0,0,3
7518,1,0,0,0,3
7519,1,0,0,0,3
7520,1,0,0,0,3
7521,1,0,0,0,3
7522,1,0,0,0,3
7523,1,0,0,0,3
7524,1,0,0,0,3
7525,1,0,0,0,3
7526,1,0,0,0,3
7527,1,0,0,0,3
7528,1,0,0,0,3
7529,1,0,0,0,3
7530,1,0,0,0,3
7533,1,0,0,0,3
7534,1,0,0,0,3
7535,1,0,0,0,3
7536,1,0,1,0,3
7537,1,0,1,0,3
7538,1,0,1,0,3
7539,1,0,1,0,3
7540,1,0,1,0,3
7541,1,0,1,0,3
7542,1,0,0,0,3
7543,1,0,0,0,3
7566,0,0,1,0,0
7574,0,0,1,0,0
7581,0,0,1,0,0
7582,0,0,1,0,0
7583,0,0,1,0,0
7584,0,0,1,0,0
7585,0,0,1,0,0
7586,0,0,1,0,0
7587,0,0,1,0,0
7588,0,0,1,0,0
7589,0,0,1,0,0
7590,0,0,1,0,0
7599,0,0,1,0,0
7600,0,0,1,0,0
7601,0,0,1,0,0
7602,0,0,1,0,0
7603,0,0,1,0,0
7604,0,1,1,0,1
7605,0,1,1,0,1
7606,0,1,1,0,1
7607,0,1,1,0,1
7608,0,1,1,0,1
7609,0,1,1,0,1
7610,0,1,0,0,1
7611,0,1,0,0,1
7612,0,1,1,0,1
7613,0,1,0,0,1
7633,0,0,1,0,0
7634,0,0,1,0,0
7635,0,1,1,0,1
7636,0,0,1,0,0
7637,0,0,1,0,0
7662,0,1,0,0,1
7663,0,1,0,0,1
7664,0,1,0,0,1
7665,0,1,0,0,1
7669,0,1,0,0,1
7748,0,1,0,0,1
7749,0,1,0,0,1
7750,0,1,0,0,1
7751,0,1,0,0,1
7754,0,1,0,0,1
7760,0,1,0,0,1
7761,0,1,0,0,1
7762,0,1,0,0,1
7763,0,1,0,0,1
7764,0,1,0,0,1
7765,0,1,0,0,1
7774,0,1,1,0,1
7775,0,0,1,0,0
7776,0,0,1,0,0
7777,0,0,1,0,0
7778,0,0,1,0,0
7779,0,0,1,0,0
7780,0,0,1,0,0
7781,0,0,1,0,0
7782,0,0,1,0,0
7783,0,0,1,0,0
7784,0,0,1,0,0
7785,0,0,1,0,0
7786,0,0,1,0,0
7787,0,0,1,0,0
7788,0,0,1,0,0
7789,0,0,1,0,0
7790,0,0,1,0,0
7791,0,0,1,0,0
7792,0,0,1,0,0
7793,0,0,1,0,0
7794,0,0,1,0,0
7795,0,0,1,0,0
7796,0,0,1,0,0
7797,0,0,1,0,0
7798,0,0,1,0,0
7799,0,0,1,0,0
7800,0,0,1,0,0
7801,0,0,1,0,0
